weights = [-0.02574055 -0.18078949  0.10880617  0.07188262]


 Coordinates - X, Y, Y_Predicted
0.750071997655	0.977407943756	1	1
0.877913692339	0.0192510085957	-1	-1
0.77732460333	0.994065963386	1	1
0.181158279791	0.460749439476	1	1
0.114564119412	0.0675546549038	1	-1
0.586773526204	0.165250304353	-1	-1
0.76959769184	0.125167820172	-1	-1
0.543699911709	0.454334876256	-1	-1
0.985533772031	0.715862577918	1	-1
0.715001500639	0.463316866316	-1	-1
0.725526359177	0.371881975145	-1	-1
0.682013998306	0.964780524911	1	-1
0.520881630697	0.237550500407	-1	-1
0.615247834481	0.606019815274	1	-1
0.426484809588	0.938331459529	-1	1
0.410739165323	0.904978900085	-1	1
0.898877783935	0.476087906801	1	-1
0.508679945152	0.211838291733	1	-1
0.038623421398	0.112996193638	-1	-1
0.625610907793	0.594473493748	1	-1
0.592145895318	0.964324918551	1	1
0.640571248078	0.0998644474986	-1	-1
0.406224825597	0.940193021979	-1	1
0.216362669088	0.75247914511	1	1
0.724486292127	0.810552415118	-1	-1
0.821364248386	0.135702843692	-1	-1
0.244116215253	0.350258142519	-1	1
0.517684702154	0.0281751880956	-1	-1
0.50321328997	0.851889408268	1	1
0.745051603941	0.172016549843	-1	-1
0.475515340417	0.358013322536	-1	-1
0.578477581267	0.670316506045	1	-1
0.952098417898	0.637919822178	-1	-1
0.423371578696	0.426006699499	1	-1
0.145588213065	0.816732948579	1	1
0.346697839061	0.670999466287	-1	-1
0.644297373631	0.569530243116	1	-1
0.157095071044	0.0790961669759	1	1
0.929820675052	0.517094775475	1	-1
0.362617097456	0.235371873444	1	-1
0.0456061503961	0.366173569946	1	1
0.402518214163	0.396228893127	1	-1
0.658091765296	0.708997341925	1	-1
0.536629433973	0.666245859705	-1	-1
0.436570432325	0.215304257073	1	-1
0.787273262543	0.0940692457222	1	-1
0.555359235871	0.4799449264	1	-1
0.16513731071	0.309370839425	1	1
0.236537824883	0.449282678657	-1	-1
0.161292613429	0.909876098541	-1	1
0.959192977995	0.231073840799	-1	-1
0.836824045981	0.206350175024	1	-1
0.460790992544	0.853097569399	-1	-1
0.194411651507	0.573642132448	-1	1
0.210205702378	0.0180266210983	-1	1
0.322673960721	0.356846543752	-1	-1
0.382080765181	0.931947083529	1	1
0.165019333454	0.506384977227	-1	1
0.300173514848	0.801959057533	1	1
